duration,title,channel,published,time
0:0,"Matt Harrison - An Introduction to Pandas 2, Polars, and DuckDB | PyData Global 2023",PyData,11 months ago,0.0
0:0,Ramona Sartipi - When Design Thinking Meets Opensource | PyData Global 2023,PyData,11 months ago,0.0
1:29:40,Now playing,"Pattaniyil, Ravi, & Zengin - Using LLMs to improve your Search Engine | PyData Global 2023",PyData,89.67
1:30:16,Now playing,"Heidrich, Kiraly, & Ray - sktime - python toolbox for time series | PyData Global 2023",PyData,90.27
1:23:26,Now playing,"Olivier Grisel - Predictive survival analysis with scikit-learn, scikit-survival and lifelines",PyData,83.43
57:36,Now playing,Challenges in Structured Document Data Extraction at Scale with LLMs,Zilliz,57.6
39:34,Now playing,MLSecOps Connect: Ask the Experts | ML Model Security - Is Your AI Protected?,MLSecOps,39.57
44:06,Now playing,"LLM inference optimization: Architecture, KV cache and Flash attention",YanAITalk,44.1
26:54,Now playing,Attention Heads of Large Language Models: A Survey,Arxiv Papers,26.9
14:16,Now playing,Best Practices for Building Production RAG - Part 1,TwoSetAI,14.27
13:48,Now playing,MMMU-Pro: A More Robust Multi-discipline Multimodal Understanding Benchmark,Arxiv Papers,13.8
0:0,Stanford Webinar - AI in the Workplace: Rethinking Skill Development,Stanford Online,11 months ago,0.0
0:0,"Itamar Turner-Trauring - Optimize first, parallelize second: a better path to faster data processing",PyData,11 months ago,0.0
0:0,Patrick Deziel & Prema Roman - Reconceptualizing Machine Learning for the Real-time World,PyData,11 months ago,0.0
0:0,How to use LLMs for Fact Checking,Trelis Research,11 months ago,0.0
0:0,"NEW CORE of AI Agents (MIT, Stanford)",Discover AI,11 months ago,0.0
0:0,Jina-ColBERT-v2 : A General-Purpose Multilingual Late Interaction Retriever,Fahd Mirza,11 months ago,0.0
0:0,815: Polars: Faster DataFrame Ops — with Marco Gorelli,Super Data Science: ML & AI Podcast with Jon Krohn,11 months ago,0.0
0:0,NEW: AI Agents That Design Themselves w/ ADAS,Discover AI,11 months ago,0.0
0:0,CONTEXT CACHING for Faster and Cheaper Inference,Trelis Research,11 months ago,0.0
0:0,Visualize - Bringing Structure to Unstructured Data // Markus Stoll // MLOps Podcast #258,MLOps.community,11 months ago,0.0
0:0,Hyukjin Kwon - Demystifying pandas with PySpark when scaling out | PyData Vermont 2024,PyData,11 months ago,0.0
0:0,Multimodal RAG with Milvus and GPT-4o,Zilliz,11 months ago,0.0
0:0,Segment Anything Model 2 +Building XR Applications +Code-Savvy Assistants +Multi-Modal RAG Embedding,AI Performance Engineering,11 months ago,0.0
0:0,The CORE IDEA of AI Agents Explained,Discover AI,11 months ago,0.0
0:0,Modularity in Transformers: Investigating Neuron Separability & Specialization,Arxiv Papers,11 months ago,0.0
0:0,"Smaller, Weaker, Yet Better: Training LLM Reasoners via Compute-Optimal Sampling",Arxiv Papers,11 months ago,0.0
0:0,KN-RAG: A Novel Approach,Zhixiao Wang,1 year ago,0.0
0:0,Production-Ready Optimization Strategies for #langchain #rag Applications,AI Makerspace,Streamed 10 months ago,0.0
0:0,Frustrated with Ambiguous User Queries? You Can't Miss Query Expansion! (Step-by-step code demo),TwoSetAI,11 months ago,0.0
0:0,The Mamba in the Llama: Distilling and Accelerating Hybrid Models,Sasha Rush,11 months ago,0.0
0:0,DSPy: Advanced Agents?,AI Makerspace,Streamed 11 months ago,0.0
0:0,LitServe - LLM Serving Inference Engine - Install and Test Locally,Fahd Mirza,11 months ago,0.0
0:0,Stanford CS229 I Machine Learning I Building Large Language Models (LLMs),Stanford Online,11 months ago,0.0
0:0,Power Scheduler: A Batch Size and Token Number Agnostic Learning Rate Scheduler,Arxiv Papers,11 months ago,0.0
0:0,Exploring Long Context Language Models // MLOps Reading Group August 2024,MLOps.community,11 months ago,0.0
0:0,Anthropic's Big SECRET REVEALED 💥Claude Sonnet System Prompt!! 💥,1littlecoder,11 months ago,0.0
0:0,FERRET: Faster and Effective Automated Red Teaming withReward-Based Scoring Technique,Arxiv Papers,11 months ago,0.0
0:0,"SLM Meets LLM: Balancing Latency, Interpretability and Consistency in Hallucination Detection",Arxiv Papers,11 months ago,0.0
0:0,SimCSE - Unsupervised Sentence Embeddings,TechViz - The Data Science Guy,11 months ago,0.0
0:0,How to iteratively build robust and reliable Generative AI systems : Part 2,Aritra Sen,11 months ago,0.0
0:0,FocusLLM: Scaling LLM's Context by Parallel Decoding,Arxiv Papers,11 months ago,0.0
0:0,TableBench: A Comprehensive and Complex Benchmark for Table Question Answering,Arxiv Papers,11 months ago,0.0
0:0,The Key Equation Behind Probability,Artem Kirsanov,11 months ago,0.0
0:0,How to iteratively build robust and reliable Generative AI systems : Part 1,Aritra Sen,11 months ago,0.0
0:0,Show-o: One Single Transformer to Unify Multimodal Understanding and Generation,Arxiv Papers,11 months ago,0.0
0:0,Better Agents with #llamaindex Workflows,AI Makerspace,Streamed 10 months ago,0.0
0:0,What is a Masked Language Model (MLM) ?,TechViz - The Data Science Guy,11 months ago,0.0
0:0,LLM Pruning and Distillation in Practice: The Minitron Approach,Arxiv Papers,11 months ago,0.0
0:0,Complete @LangChain Essential in 1 shot | LangChain Core | LangServe | LangGraph | LangSmith | Agent,Sunny Savita,11 months ago,0.0
0:0,Recurrent Neural Networks Learn to Store and Generate Sequences using Non-Linear Representations,Arxiv Papers,11 months ago,0.0
0:0,Inside GPT – Large Language Models Demystified • Alan Smith • GOTO 2024,GOTO Conferences,11 months ago,0.0
0:0,10x Development: LLMs For the working Programmer - Manuel Odendahl,AI Engineer,11 months ago,0.0
0:0,The BEST Mental Model for Optimizing Your LLMs - Part 2,TwoSetAI,11 months ago,0.0
0:0,Transformers to SSMs: Distilling Quadratic Knowledge to Subquadratic Models,Arxiv Papers,11 months ago,0.0
0:0,The Hidden Cost of Embeddings in RAG and how to Fix it,Prompt Engineering,11 months ago,0.0
0:0,Nina van Diermen - BERTopic to accelerate Ukrainian aid by the Red Cross,PyData,11 months ago,0.0
0:0,Ennia Suijkerbuijk - Evaluating LLM Frameworks,PyData,11 months ago,0.0
0:0,Sanne van den Bogaart - Explainable AI in the LIME-light,PyData,11 months ago,0.0
0:0,"Ferdinand Schenck - 🌳 The taller the tree, the harder the fall. Determining tree height from space..",PyData,11 months ago,0.0
0:0,Vincent D. Warmerdam - Scikit-Learn can do THAT?!,PyData,11 months ago,0.0
0:0,811: Scaling Data Science Teams Effectively — with Nick Elprin,Super Data Science: ML & AI Podcast with Jon Krohn,11 months ago,0.0
0:0,"CrewAI August Update: Planning Steps, Training, and Advanced Features Explained",Sam Witteveen,11 months ago,0.0
0:0,Design and Development Principles for LLMOps // Andy McMahon // MLOps Podcast #254,MLOps.community,11 months ago,0.0
0:0,Sam Aaron - Sonic Pi - Live Coding as a tool for next-gen education.,PyData,11 months ago,0.0
0:0,"Multi-Modal RAG - Segment Anything Model v2, ImageBind, Embeddings, Fine-Tuning",AI Performance Engineering,11 months ago,0.0
0:0,Add multi-channel communication in your RAG app,Microsoft Reactor,Streamed 11 months ago,0.0
0:0,Not Diamond: Cut AI Costs with Smart LLM Routing,Mervin Praison,11 months ago,0.0
0:0,Building a multi-strategy RAG workflow with reflection in LlamaIndex,LlamaIndex,11 months ago,0.0
0:0,Improving GraphRAG using LangGraph,Data Science in your pocket,11 months ago,0.0
0:0,Can Large Language Models Understand Symbolic Graphics Programs?,Arxiv Papers,11 months ago,0.0
0:0,BAM! Just Like That: Simple and Efficient Parameter Upcycling for Mixture of Experts,Arxiv Papers,11 months ago,0.0
0:0,AI-powered ETL for Complex PDF Files - Aryn,Fahd Mirza,11 months ago,0.0
0:0,LLMSec - Tool to Detect and Block Malicious User Prompts,Fahd Mirza,11 months ago,0.0
0:0,Data Quality = Quality AI // Panel // AIQCON,MLOps.community,11 months ago,0.0
0:0,Deformable DEtection TRansformer DETR Model - Install Locally,Fahd Mirza,11 months ago,0.0
0:0,Self-Alignment of LLM from Scratch through an Iterative Self-Enhancement Paradigm,Arxiv Papers,11 months ago,0.0
0:0,Towards flexible perception with visual memory,Arxiv Papers,11 months ago,0.0
0:0,Building with Anthropic Claude: Prompt Workshop with Zack Witten,AI Engineer,11 months ago,0.0
0:0,The AI Scientist | Fully Automated Open-Ended Scientific Discovery,Wes Roth,11 months ago,0.0
0:0,"The AI Bubble: Will It Burst, and What Comes After?",Machine Learning Street Talk,11 months ago,0.0
0:0,Mutual Reasoning Makes Smaller LLMs Stronger Problem-Solvers,Arxiv Papers,11 months ago,0.0
0:0,Best Open Source Text-to-Speech AI Tutorial in 2024,1littlecoder,11 months ago,0.0
0:0,The BEST Mental Model for Optimizing Your LLMs - Part 1,TwoSetAI,11 months ago,0.0
0:0,Is ChatGPT an N-gram model on steroids?,Machine Learning Street Talk,11 months ago,0.0
0:0,"LLM Security 101: Jailbreaks, Prompt Injection Attacks, and Building Guards",Trelis Research,11 months ago,0.0
0:0,Agent Q: Advanced Reasoning and Learning for Autonomous AI Agents,Arxiv Papers,11 months ago,0.0
0:0,NP-Hard: The End of AI?,Discover AI,11 months ago,0.0
0:0,Boost Your RAG Chatbot’s Accuracy with Synthetic Test Data Generation!,AI Anytime,11 months ago,0.0
0:0,Advance RAG 12- Powerful RAG with Merger Retriever and Hypothetical Document Embeddings(HyDE) #ai,Sunny Savita,11 months ago,0.0
0:0,OpenResearcher - AI Assistant for Accelerated Scientific Research,Fahd Mirza,11 months ago,0.0
0:0,Controllable RAG Agent For Solving Complex Tasks,Fahd Mirza,11 months ago,0.0
0:0,Learned Ranking Function: From Short-term Behavior Predictions to Long-term User Satisfaction,Arxiv Papers,11 months ago,0.0
0:0,Does Liking Yellow Imply Driving a School Bus? Semantic Leakage in Language Models,Arxiv Papers,11 months ago,0.0
0:0,Fine-Tuning Embeddings for Better Retrieval,AI Makerspace,Streamed 11 months ago,0.0
0:0,How GoML is building the future of generative AI on AWS| AWS OnAir S05,AWS Events,Streamed 11 months ago,0.0
0:0,The Variational Book // Yuri Plotkin // MLOps Podcast #253,MLOps.community,11 months ago,0.0
0:0,Body Transformer: Leveraging Robot Embodiment for Policy Learning,Arxiv Papers,11 months ago,0.0
0:0,AI Scientist,hu-po,Streamed 11 months ago,0.0
0:0,The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery,Arxiv Papers,11 months ago,0.0
0:0,How to Build and Use Langchain Agents with Pandas DataFrames,Ryan & Matt Data Science,11 months ago,0.0
0:0,BEST 46 NEW AI Papers of this TUESDAY,Discover AI,11 months ago,0.0
6:36,Now playing,LLM Evaluation using DeepEval,Data Science in your pocket,6.6
13:44,Now playing,VITA: Towards Open-Source Interactive Omni Multimodal LLM,Arxiv Papers,13.73
15:34,Now playing,"Evals for AI Agents, the right way!!!",1littlecoder,15.57
55:27,Now playing,Contrarian Guide to AI: Jason Liu on Betting Against Agents while Doubling Down on RAG & Fine-Tuning,High Agency,55.45
11:58,Now playing,Better RAG with Sentence Window Retriever - LlamaIndex,Aritra Sen,11.97
14:49,Now playing,Better RAG with Auto Merging Retriever - LlamaIndex,Aritra Sen,14.82
13:28,Now playing,Conversational Prompt Engineering,Arxiv Papers,13.47
57:35,Now playing,"Jay Alammar on LLMs, RAG, and AI Engineering",Machine Learning Street Talk,57.58
34:42,Now playing,Complete DSPy Tutorial - Master LLM Prompt Programming in 8 amazing examples!,Neural Breakdown with AVB,34.7
0:0,Best AI Voice Generator | 2024.08,Thorsten-Voice,11 months ago,0.0
0:0,Transformer Explainer - Learn How LLMs Work Visually,Fahd Mirza,11 months ago,0.0
0:0,Designing High-Quality Synthetic Data for Training & Fine-tuning LLMs,Microsoft Reactor,Streamed 1 year ago,0.0
0:0,Decoding the Decoder LLM without de code: Ishan Anand,AI Engineer,11 months ago,0.0
0:0,How to use Aurora as a Knowledge Base for Amazon Bedrock for RAG | The Data Dive on AWS OnAir S01,AWS Events,11 months ago,0.0
0:0,ChatEXAONE - LG Drops Enterprise AI Agent for Corporate Efficiency,Fahd Mirza,1 year ago,0.0
0:0,"Agents, Agents and more Agents 🤖🤖🤖",Prompt Engineering,1 year ago,0.0
0:0,Protect your most sensitive AI data and applications in the cloud | AWS AI Infrastructure Day 2024,AWS Events,1 year ago,0.0
0:0,Generative AI Inference with AWS Graviton Processors | AWS AI Infrastructure Day 2024 on AWS OnAir,AWS Events,1 year ago,0.0
0:0,Build high-performance foundation models with AWS Trainium & Inferentia | AWS AI Infrastructure Day,AWS Events,1 year ago,0.0
0:0,From PoC to Production: Deploying Gen AI workloads on AWS Inferentia | AWS Infrastructure Day 2024,AWS Events,1 year ago,0.0
0:0,Accelerate generative AI/ML workloads with AWS storage | AI Infrastructure Day 2024 on AWS OnAir,AWS Events,1 year ago,0.0
0:0,LangFuse : LLM tracing and debugging,Data Science in your pocket,1 year ago,0.0
0:0,Advance RAG 11- Powerful RAG with Sentence Window Retriever using @LlamaIndex and @qdrant #ai #llm,Sunny Savita,1 year ago,0.0
0:0,RAG Foundry - Framework for Enhancing LLMs for RAG,Fahd Mirza,1 year ago,0.0
0:0,"Building an Agentic RAG locally with Milvus, Ollama and Llama Agents",Zilliz,1 year ago,0.0
0:0,Intro to GraphRAG,Microsoft Reactor,Streamed 11 months ago,0.0
0:0,How to run SAM 2 (Segment Anything AI Model)?,AI Anytime,1 year ago,0.0
0:0,10 Important Python Concepts In 20 Minutes,Indently,1 year ago,0.0
0:0,Securing your RAG from Prompt Injection Attacks with Sachin Dharashivkar,Qdrant Vector Database & Search Engine,Streamed 1 year ago,0.0
0:0,Internationalization for RAG,Microsoft Reactor,Streamed 10 months ago,0.0
0:0,Mistral AI Introduces Agents! (Tutorial),Elvis Saravia,1 year ago,0.0
0:0,“I want to give ChatGPT 10x more docs” - RAG Explained,The AI Advantage,1 year ago,0.0
0:0,Generative Feedback Loops: The Secret Weapon for Supercharging Your RAG System,TwoSetAI,1 year ago,0.0
0:0,Sequential vs. Multi Agents: Which Flowise Feature is Right for You?,Leon van Zyl,1 year ago,0.0
0:0,807: Superintelligence and the Six Singularities — with Dr. Daniel Hulme,Super Data Science: ML & AI Podcast with Jon Krohn,1 year ago,0.0
0:0,Self-Taught Evaluators,Arxiv Papers,1 year ago,0.0
0:0,"Harnessing AI APIs for Safer, Accurate, & Reliable Applications // Ron Heichman //MLOps Podcast #252",MLOps.community,1 year ago,0.0
0:0,Learning the Polars DataFrame Library!,Keith Galli,Streamed 1 year ago,0.0
0:0,Mission Impossible: A Statistical Perspective on Jailbreaking LLMs,Arxiv Papers,1 year ago,0.0
0:0,Platform as a Product • William Rizzo • GOTO 2024,GOTO Conferences,1 year ago,0.0
0:0,Conditional LoRA Parameter Generation,Arxiv Papers,1 year ago,0.0
0:0,Apply Guardrail API & Contextual Grounding Check in Amazon Bedrock | AWS OnAir NY Summit 2024,AWS Events,1 year ago,0.0
0:0,Informer: complete architecture EXPLAINED!,CodeEmporium,1 year ago,0.0
0:0,Johan Herland - Finding undeclared & unused dependencies in your notebooks | PyData Global 2023,PyData,1 year ago,0.0
0:0,Mastering API Deployments with APIOps,Microsoft Reactor,Streamed 10 months ago,0.0
0:0,Embedding model fine-tuning for RAG systems,Aritra Sen,1 year ago,0.0
0:0,AI Game Theory explained for Multi-Agents,Discover AI,1 year ago,0.0
0:0,Dask - Easily Manage and Transform Larger Datasets for LLMs Locally,Fahd Mirza,1 year ago,0.0
0:0,On-Device RAG with SQLite-vec - A Tutorial,Fahd Mirza,1 year ago,0.0
0:0,Scalable and Cost Efficient AI Workloads with AWS and Anyscale,Anyscale,1 year ago,0.0
0:0,Balancing Speed and Safety // Panel // AIQCON,MLOps.community,1 year ago,0.0
0:0,Agentic RAG with Langchain,Microsoft Reactor,Streamed 10 months ago,0.0
0:0,Arcee Nova: High-Performing Generalist Open-Source Model,Fahd Mirza,1 year ago,0.0
0:0,Gemma 2: Improving Open Language Models at a Practical Size,Arxiv Papers,1 year ago,0.0
0:0,RAFT (RAG + Fine-tuning) in Azure AI Studio,Microsoft Reactor,Streamed 10 months ago,0.0
0:0,Get Started with Qdrant Vector Database: Build your First RAG (Part 1),AI Anytime,1 year ago,0.0
0:0,Build Awesome Web Apps & Dashboards with Python! (Full Shiny for Python Course),Keith Galli,1 year ago,0.0
0:0,Advance RAG 10- Powerful RAG with Parent Document Retriever #ai #llm #openai #gemini,Sunny Savita,1 year ago,0.0
0:0,How to Make Smart Architecture Decisions when Building Gen AI Apps • Gillian Armstrong • GOTO 2024,GOTO Conferences,1 year ago,0.0
0:0,Large Language Monkeys: Scaling Inference Compute with Repeated Sampling,Arxiv Papers,1 year ago,0.0
0:0,MoMa: Efficient Early-Fusion Pre-training with Mixture of Modality-Aware Experts,Arxiv Papers,1 year ago,0.0
0:0,Unstructured Data Processing from Cloud to Edge,Zilliz,1 year ago,0.0
0:0,SearchGPT is Google? Fireside Chat with AI Researcher,TwoSetAI,1 year ago,0.0
0:0,Sewon Min - Rethinking Data Use in Large Language Models,Sasha Rush,1 year ago,0.0
0:0,RAG - but with Verified Citations!,Trelis Research,1 year ago,0.0
0:0,Mixture of Experts: Mixtral 8x7B,YanAITalk,1 year ago,0.0
0:0,Agentic RAG,Microsoft Reactor,Streamed 1 year ago,0.0
0:0,Can LLMs be Fooled? Investigating Vulnerabilities in LLMs,Arxiv Papers,1 year ago,0.0
0:0,Next-Gen AI Design Methods & Techniques,AI User Group,1 year ago,0.0
0:0,"Fixing bugs in Gemma, Llama, & Phi 3: Daniel Han",AI Engineer,1 year ago,0.0
0:0,Low Level Technicals of LLMs: Daniel Han,AI Engineer,1 year ago,0.0
0:0,Prompt Tuner - Free Prompt Optimizer from Cohere,Fahd Mirza,1 year ago,0.0
0:0,How Codeium Breaks Through the Ceiling for Retrieval: Kevin Hou,AI Engineer,1 year ago,0.0
0:0,PyTLDR - AI Chatbot with NoSQL Cassandra Database - Local and Free,Fahd Mirza,1 year ago,0.0
0:0,RedCache-ai: Memory Framework for LLMs and Agents - Install Locally,Fahd Mirza,1 year ago,0.0
0:0,The Future of Multi-Modal Search,Pinecone,1 year ago,0.0
0:0,"Deberta - Long Context NLI, Classifier Fine-Tuning, Reward Model Backbone",Fahd Mirza,1 year ago,0.0
0:0,Domain Shift solved: Predicted Reward Fine-Tuning,Discover AI,1 year ago,0.0
0:0,Smart LLM Routing | 85 % Cheaper With RouteLLM,MG,1 year ago,0.0
0:0,TSDAE - Unsupervised Training of Sentence Embeddings,TechViz - The Data Science Guy,1 year ago,0.0
0:0,A Data Driven Approach to Productionizing RAG Systems,Qdrant Vector Database & Search Engine,Streamed 1 year ago,0.0
0:0,"Reliable LLM Products, Fueled by Feedback // Chinar Movsisyan // MLOps Podcast #251",MLOps.community,1 year ago,0.0
0:0,5 Classic Noob Mistakes In Python,Indently,1 year ago,0.0
0:0,SAM 2 is going to transform COMPUTER VISION!!!,1littlecoder,1 year ago,0.0
0:0,RAG 101: Retrieval Augmented Generation,Microsoft Reactor,Streamed 11 months ago,0.0
0:0,Building RAG apps in Python,Microsoft Reactor,Streamed 11 months ago,0.0
0:0,Healthcare Technology Management LLM (HTM-LLM),AI Makerspace,1 year ago,0.0
0:0,"[LLM News] Llama 3.1, Self-Improving Agents, Text-to-SQL, Multi-LLM Systems, Fine-tuning GPT-4o mini",Elvis Saravia,1 year ago,0.0
0:0,"Learn how Trellix scales security operations with Amazon Bedrock, AWS EMR | AWS Events",AWS Events,1 year ago,0.0
0:0,Recursive Introspection: Teaching Language Model Agents How to Self-Improve,Arxiv Papers,1 year ago,0.0
0:0,"CoD, Towards an Interpretable Medical Agent using Chain of Diagnosis",Arxiv Papers,1 year ago,0.0
0:0,Local Agentic RAG with LLaMa 3.1 - Use LangGraph to perform private RAG,Coding Crash Courses,1 year ago,0.0
0:0,Multi GPU Fine Tuning of LLM using DeepSpeed and Accelerate,AI Anytime,1 year ago,0.0
0:0,How to choose the best threshold for ML classification problems ?,Data Science in your pocket,1 year ago,0.0
22:22,Now playing,Solving The Travelling Salesman Problem Using A Single Qubit,Arxiv Papers,22.37
21:28,Now playing,Course-Correction: Safety Alignment Using Synthetic Preferences,Arxiv Papers,21.47
24:39,Now playing,Production Grade AI Agents using LangGraph (Map Reduce Implementation),AI Anytime,24.65
21:48,Now playing,Scaling Engineering Teams for Growth • Herry Wiputra • YOW! 2018,GOTO Conferences,21.8
16:22,Now playing,Let's run Llama 3.1 8B Model (Different Ways),AI Anytime,16.37
11:56,Now playing,Optimize the cost of LLM systems with route-llm,Aritra Sen,11.93
35:39,Now playing,A Blueprint for Scalable & Reliable Enterprise AI/ML Systems // Panel // AIQCON,MLOps.community,35.65
25:58,Now playing,LAMBDA: A Large Model Based Data Agent,Arxiv Papers,25.97
16:20,Now playing,Exploring Scaling Trends in LLM Robustness,Arxiv Papers,16.33
5:09,Now playing,Getting Date and Time Based on User Locale (Python Recipes),Indently,5.15
10:45,Now playing,How to Find Your Professional Niche and Grow Your Career,Super Data Science: ML & AI Podcast with Jon Krohn,10.75
1:08:23,Now playing,"Dynamic AI Agents with LangGraph, Prompt Engineering Enhancements + RAG",Data Centric,68.38
17:48,Now playing,Quick Introduction to Fast Tool Calling with Groq and Llama3,Automata Learning Lab,17.8
47:07,Now playing,Hands-On Demo: Building and Scaling Vector Search Apps with Zilliz Cloud,Zilliz,47.12
33:25,Now playing,VILA2: VILA Augmented VILA,Arxiv Papers,33.42
0:0,Exploring Generative AI Risk Assessment and Regulatory Compliance,MLSecOps,1 year ago,0.0
0:0,Increase efficiencies in foundation model experimentation and deployment on Amazon SageMaker,Amazon Web Services,1 year ago,0.0
0:0,Create repeatable fine-tuning pipelines on Amazon SageMaker | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,Pre-training foundation models on Amazon SageMaker | Step 1: Prepare data | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,Pre-training foundation models on Amazon SageMaker | Step 2: Train model | Amazon Web Services,Amazon Web Services,1 year ago,0.0
0:0,Andrey Cheptsov - Leveraging open-source LLMs for production | PyData Global 2023,PyData,1 year ago,0.0
0:0,DataChain Open-Source Release - A new way to manage your Unstructured Data,DVCorg,Streamed 1 year ago,0.0
0:0,Customizing foundation models on Amazon SageMaker | Step 1: Explore models,Amazon Web Services,1 year ago,0.0
0:0,Customizing foundation models on Amazon SageMaker | Step 2: Evaluate models,Amazon Web Services,1 year ago,0.0
0:0,Customizing foundation models on Amazon SageMaker | Step 3: Prompt engineering,Amazon Web Services,1 year ago,0.0
0:0,Customizing foundation models on Amazon SageMaker | Step 4: Prepare datasets for fine-tuning,Amazon Web Services,1 year ago,0.0
0:0,Customizing foundation models on Amazon SageMaker | Step 5: Fine-tune models,Amazon Web Services,1 year ago,0.0
0:0,Customizing foundation models on Amazon SageMaker | Step 6: Retrieval Augmented Generation (RAG),Amazon Web Services,1 year ago,0.0
0:0,"Itamar Turner-Trauring - Optimize first, parallelize second: a better path to faster data processing",PyData,1 year ago,0.0
0:0,Hugo Anderson - Orchestrating Generative AI Workflows to Deliver Business Value | PyData Global 2023,PyData,1 year ago,0.0
0:0,Multimodal RAG,Microsoft Reactor,Streamed 1 year ago,0.0
0:0,@classmethod explained in Python,Indently,1 year ago,0.0
0:0,LazyLLM: Dynamic Token Pruning for Efficient Long Context LLM Inference,Arxiv Papers,1 year ago,0.0
0:0,Jumping Ahead: Improving Reconstruction Fidelity with JumpReLU Sparse Autoencoders,Arxiv Papers,1 year ago,0.0
0:0,803: How to Thrive in Your (Data Science) Career — with Daliana Liu,Super Data Science: ML & AI Podcast with Jon Krohn,1 year ago,0.0
0:0,Unstract - How to extract data from PDFs using LLMs,Fahd Mirza,1 year ago,0.0
0:0,Drift Monitoring and Evaluation for LLM Apps | Evidently AI,MG,1 year ago,0.0
0:0,"LLM Tool Use - GPT4o-mini, Groq & Llama.cpp",Trelis Research,1 year ago,0.0
0:0,Stop Paying for Microsoft GraphRAG! This Alternative is 10x Cheaper,Mervin Praison,1 year ago,0.0
0:0,AI Operations Without Fundamental Engineering Discipline // Nikhil Suresh // MLOps Podcast #250,MLOps.community,1 year ago,0.0
0:0,BOND: Aligning LLMs with Best-of-N Distillation,Arxiv Papers,1 year ago,0.0
0:0,Informer Encoder architecture - EXPLAINED!,CodeEmporium,1 year ago,0.0
0:0,Make your RAGs work at Scale!!!,1littlecoder,1 year ago,0.0
0:0,🔥 Llama 3.1 405B Benchmarks are INSANE!!!,1littlecoder,1 year ago,0.0
0:0,A quick walk-through of LlamaParse: simplified document parsing for generative AI applications,LlamaIndex,1 year ago,0.0
0:0,@staticmethod explained in Python,Indently,1 year ago,0.0
0:0,"Florence-2 Explained: Inference, Fine-Tuning, and Paper Breakdown",AI Anytime,1 year ago,0.0
0:0,Understanding Precision@K and Recall@K Metrics,TechViz - The Data Science Guy,1 year ago,0.0
0:0,How to Train an LLM From Scratch for Only,Super Data Science: ML & AI Podcast with Jon Krohn,1 year ago,0.0
0:0,LlamaIndex Webinar: Improving RAG with Advanced Parsing + Metadata Extraction,LlamaIndex,1 year ago,0.0
0:0,Modified Beam Sampler - Improve Model Performance in Long Sequence Generation,Fahd Mirza,1 year ago,0.0
0:0,Large Model Proxy - LLM Load Balancer - Install Locally,Fahd Mirza,1 year ago,0.0
0:0,NeedleBench: Can LLMs Do Retrieval and Reasoning in 1 Million Context Window?,Arxiv Papers,1 year ago,0.0
0:0,Scaling Laws with Vocabulary: Larger Models Deserve Larger Vocabularies,Arxiv Papers,1 year ago,0.0
0:0,How-To Build an End-to-End RAG Pipeline with Ollama Using Triplex and LangChain,Fahd Mirza,1 year ago,0.0
0:0,"OpenAI's new model is a ""RESEARCH ARTIFACT"" | Unlocks ""Society of Minds""?",Wes Roth,1 year ago,0.0
0:0,GraphRAG using JSON file,Data Science in your pocket,1 year ago,0.0
0:0,"Long-Term Memory for LLMs, with HippoRAG author Bernal Jiménez Gutierrez","Cognitive Revolution ""How AI Changes Everything""",1 year ago,0.0
0:0,Multi Agent & Multi Modal AI does Physics (MIT),Discover AI,1 year ago,0.0
0:0,Fireside chat #1 - Controlling LLM agents with Nir Diamant,LATENT AI,1 year ago,0.0
0:0,Deploy LLMs using Serverless vLLM on RunPod in 5 Minutes,AI Anytime,1 year ago,0.0
0:0,SciPhi Triplex - Best Alternate of GraphRAG - Install Locally,Fahd Mirza,1 year ago,0.0
0:0,Mixture-of-Experts vs. Mixture-of-Agents,Super Data Science: ML & AI Podcast with Jon Krohn,1 year ago,0.0
0:0,How ReFT Works w/ Author Zhengxuan Wu,Oxen,1 year ago,0.0
0:0,Top Vector Databases for AI: Weaviate vs Milvus vs pgVector and More,Fahd Mirza,1 year ago,0.0
0:0,Beyond KV Caching: Shared Attention for Efficient LLMs,Arxiv Papers,1 year ago,0.0
0:0,Scaling Retrieval-Based Language Models with a Trillion-Token Datastore,Arxiv Papers,1 year ago,0.0
0:0,Python Web Apps: FastAPI,Microsoft Reactor,Streamed 1 year ago,0.0
0:0,How to Build the Ultimate Hybrid Search with Qdrant,Qdrant Vector Database & Search Engine,Streamed 1 year ago,0.0
0:0,Software Mistakes & Tradeoffs • Tomasz Lelek & Mark Rendle,GOTO Conferences,1 year ago,0.0
0:0,Building the Fine-Tuning Pipeline for Alignment of LLMs 🏗️ | Nebius AI,LLMOps Space,1 year ago,0.0
0:0,Speed Up Numerical Expressions in NumPy and Pandas,NeuralNine,1 year ago,0.0
0:0,Where to Run LLMs for Production Environments,Fahd Mirza,1 year ago,0.0
0:0,Lessons From A Year Building With LLMs,AI Engineer,1 year ago,0.0
0:0,Mistral NeMo 12B: The Instruct Model for Coders & AI Agents - Supercharge Your Workflow,Ai Flux,1 year ago,0.0
0:0,LlamaIndex Sessions: Evaluating RAG with LlamaIndex (McDermott),LlamaIndex,1 year ago,0.0
0:0,Coding tutorial: LLM fine-tuning with LORA,YanAITalk,1 year ago,0.0
